Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1564.0,OUT018
DRC01,-1052.0,OUT010
FDB15,5604.0,OUT027
NCA17,3868.0,OUT027
FDF10,2404.0,OUT046
FDR26,4308.0,OUT027
FDI02,1924.0,OUT049
NCM54,124.0,OUT010
FDF14,2436.0,OUT013
FDJ33,52.0,OUT010
FDM20,4044.0,OUT035
FDC03,4604.0,OUT027
NCX05,1832.0,OUT046
NCM41,2940.0,OUT027
NCU29,428.0,OUT010
FDQ59,1512.0,OUT017
FDH46,-228.0,OUT010
FDH09,876.0,OUT013
NCD06,700.0,OUT045
FDC15,2608.0,OUT035
DRD37,2228.0,OUT027
FDT28,3844.0,OUT027
FDR28,4116.0,OUT027
FDT38,1512.0,OUT017
FDV34,2740.0,OUT027
FDY52,1192.0,OUT035
FDB34,1420.0,OUT013
DRL23,1412.0,OUT018
DRB24,2444.0,OUT046
FDJ50,892.0,OUT046
FDQ49,2664.0,OUT035
FDP20,2160.0,OUT035
FDV19,4036.0,OUT027
NCR54,3044.0,OUT045
FDO09,2252.0,OUT010
FDS57,2004.0,OUT018
FDN10,1980.0,OUT049
FDV23,2092.0,OUT049
FDY28,3524.0,OUT049
DRG51,2596.0,OUT013
FDD45,-384.0,OUT019
NCL18,4484.0,OUT027
NCM29,2084.0,OUT013
FDF17,4572.0,OUT027
FDE22,2664.0,OUT017
FDQ22,752.0,OUT017
FDS01,2876.0,OUT013
FDW35,2180.0,OUT027
FDJ33,2012.0,OUT046
NCF54,2856.0,OUT035
FDE09,1788.0,OUT013
NCE06,2468.0,OUT045
DRH49,1404.0,OUT049
FDY43,2668.0,OUT045
NCT05,4104.0,OUT017
FDZ34,2996.0,OUT045
FDL38,1560.0,OUT017
FDZ31,3168.0,OUT017
FDR14,1048.0,OUT035
NCN54,1356.0,OUT049
NCC42,3676.0,OUT027
FDK08,1740.0,OUT017
FDP59,1764.0,OUT013
FDV22,2700.0,OUT035
FDD33,3864.0,OUT035
DRE60,5020.0,OUT027
FDK52,3596.0,OUT046
FDA02,2472.0,OUT017
FDM56,1844.0,OUT049
FDE57,2416.0,OUT035
FDM32,1420.0,OUT045
NCQ30,3388.0,OUT027
FDQ27,3196.0,OUT027
FDT60,3460.0,OUT027
FDU43,3932.0,OUT049
NCO55,1832.0,OUT035
FDG02,2972.0,OUT045
FDJ28,3060.0,OUT013
FDP40,1780.0,OUT045
FDJ38,3020.0,OUT045
NCC54,3884.0,OUT017
NCZ41,2004.0,OUT046
FDK38,412.0,OUT019
FDU52,2492.0,OUT013
FDC40,1288.0,OUT046
NCR30,1296.0,OUT017
NCN18,1896.0,OUT017
FDB50,1408.0,OUT035
FDG04,3012.0,OUT013
FDR26,2976.0,OUT035
NCT17,2684.0,OUT018
FDX35,5084.0,OUT027
FDS12,2004.0,OUT046
NCZ29,3452.0,OUT027
FDB38,756.0,OUT010
FDP12,700.0,OUT013
FDP22,912.0,OUT046
FDS26,3836.0,OUT018
FDR52,3068.0,OUT046
DRJ13,2540.0,OUT046
FDU48,3556.0,OUT027
FDE29,1128.0,OUT035
NCT29,2004.0,OUT049
DRK37,2724.0,OUT018
FDK55,1424.0,OUT046
FDR07,1544.0,OUT046
FDO21,5068.0,OUT027
FDK46,4204.0,OUT049
FDB12,1668.0,OUT045
FDT31,4468.0,OUT027
FDJ33,1964.0,OUT045
FDC26,3220.0,OUT027
NCQ02,2924.0,OUT045
FDP08,1188.0,OUT010
FDB11,5044.0,OUT027
FDV55,2364.0,OUT013
FDW20,2052.0,OUT049
NCJ18,-28.0,OUT019
FDC41,932.0,OUT018
FDE14,3156.0,OUT027
FDG35,2892.0,OUT013
FDF45,1160.0,OUT035
FDS19,2780.0,OUT027
FDS58,708.0,OUT019
FDA26,3620.0,OUT017
FDM32,1540.0,OUT049
FDL45,2020.0,OUT046
FDZ55,2628.0,OUT049
FDY37,2396.0,OUT049
FDO46,3076.0,OUT046
FDQ60,1936.0,OUT046
FDA19,1804.0,OUT018
FDL15,2452.0,OUT046
FDM10,3092.0,OUT018
NCL05,824.0,OUT017
DRK49,-1180.0,OUT010
NCE18,5436.0,OUT027
FDG40,676.0,OUT049
DRI59,3452.0,OUT045
FDK28,4184.0,OUT035
NCD06,-1156.0,OUT019
FDO11,2096.0,OUT019
FDK27,1916.0,OUT046
FDT43,2308.0,OUT027
FDD38,1420.0,OUT018
FDA16,3580.0,OUT049
FDL14,3956.0,OUT027
NCM17,788.0,OUT049
FDD20,1964.0,OUT045
FDA40,1420.0,OUT045
FDL43,1212.0,OUT045
FDV15,1580.0,OUT045
FDE52,1508.0,OUT046
NCL17,348.0,OUT010
NCJ31,3684.0,OUT045
FDR60,1220.0,OUT045
NCA18,1980.0,OUT035
FDS21,2556.0,OUT027
FDW09,1472.0,OUT035
FDL26,2620.0,OUT035
FDS47,1164.0,OUT018
FDC39,3280.0,OUT046
FDT51,1980.0,OUT035
FDK40,4336.0,OUT035
NCG19,3644.0,OUT045
FDZ07,1064.0,OUT046
FDF08,2948.0,OUT027
FDO04,972.0,OUT013
FDK41,1052.0,OUT018
FDP15,4132.0,OUT049
NCD43,1380.0,OUT018
NCP18,2372.0,OUT013
FDZ51,1552.0,OUT046
DRH13,1876.0,OUT035
FDF38,684.0,OUT045
NCI43,764.0,OUT045
FDM38,2404.0,OUT027
FDS03,1068.0,OUT013
DRJ47,2808.0,OUT017
FDT50,-308.0,OUT010
FDV02,2744.0,OUT046
NCG18,1760.0,OUT017
FDW52,2664.0,OUT046
FDS40,780.0,OUT035
FDN31,3120.0,OUT017
FDA37,1956.0,OUT045
FDA15,3944.0,OUT046
FDL39,2908.0,OUT046
FDJ53,1892.0,OUT045
FDX22,3388.0,OUT013
NCZ42,3708.0,OUT045
FDD56,4292.0,OUT027
FDD40,3224.0,OUT017
FDS50,3516.0,OUT013
NCN14,2932.0,OUT013
FDT15,2964.0,OUT013
NCS18,3196.0,OUT027
NCO26,-100.0,OUT010
FDF58,748.0,OUT018
NCB19,1380.0,OUT013
FDH26,2400.0,OUT017
DRB24,3892.0,OUT027
FDA49,1116.0,OUT018
FDB32,1500.0,OUT045
FDI36,3264.0,OUT017
NCA17,508.0,OUT010
FDH22,2012.0,OUT013
NCM26,2156.0,OUT018
FDT15,4412.0,OUT027
FDB16,1132.0,OUT018
NCP54,3436.0,OUT027
FDJ36,1700.0,OUT013
FDO28,1868.0,OUT045
FDU09,956.0,OUT013
FDF29,2208.0,OUT017
FDY08,2276.0,OUT013
DRJ59,348.0,OUT018
FDT23,2788.0,OUT027
FDU15,420.0,OUT018
FDT47,1636.0,OUT013
FDI53,664.0,OUT019
FDR59,3892.0,OUT018
FDD53,844.0,OUT035
FDY51,3576.0,OUT017
FDT04,748.0,OUT049
FDU51,2940.0,OUT049
FDG14,2612.0,OUT035
NCU06,3572.0,OUT045
DRG25,2940.0,OUT046
DRH49,1516.0,OUT035
FDN15,2384.0,OUT035
FDL43,964.0,OUT018
NCT18,2948.0,OUT049
NCB31,4100.0,OUT013
FDK57,2072.0,OUT035
FDY04,748.0,OUT019
NCP54,1932.0,OUT046
FDF41,3852.0,OUT013
FDM01,1636.0,OUT045
FDW03,1660.0,OUT045
FDF28,1956.0,OUT045
FDY37,2416.0,OUT017
FDQ03,3896.0,OUT017
FDP51,3428.0,OUT027
FDJ40,1932.0,OUT017
FDC32,1588.0,OUT049
DRI49,2756.0,OUT027
NCW54,1004.0,OUT017
FDF09,744.0,OUT017
FDP45,3716.0,OUT018
DRJ23,2684.0,OUT018
FDS59,1924.0,OUT017
FDY08,2224.0,OUT046
FDX16,2452.0,OUT049
FDY16,2708.0,OUT018
FDK32,2640.0,OUT035
FDQ22,708.0,OUT013
NCC31,2180.0,OUT018
FDG58,2580.0,OUT049
DRF48,3036.0,OUT013
DRH36,1276.0,OUT049
NCR30,1368.0,OUT035
FDB03,1936.0,OUT019
FDZ28,3540.0,OUT027
FDR35,3256.0,OUT017
DRD15,5124.0,OUT027
FDJ33,116.0,OUT019
FDA56,36.0,OUT010
FDP56,796.0,OUT046
NCT30,764.0,OUT046
FDK15,1700.0,OUT017
FDH44,2116.0,OUT018
FDV01,2540.0,OUT013
DRG03,2512.0,OUT017
FDG50,2916.0,OUT027
FDR16,1532.0,OUT010
FDZ60,1724.0,OUT046
DRG03,2380.0,OUT045
FDS56,3916.0,OUT018
FDU33,724.0,OUT045
DRD27,1764.0,OUT035
FDW22,3572.0,OUT046
DRA24,2572.0,OUT045
FDF38,796.0,OUT049
FDX48,2524.0,OUT013
FDS58,2332.0,OUT018
FDC32,1488.0,OUT046
NCQ29,4044.0,OUT045
DRK39,1084.0,OUT018
NCS38,1920.0,OUT017
DRO47,1804.0,OUT013
DRG27,2164.0,OUT027
FDC57,4548.0,OUT027
FDS55,2328.0,OUT046
NCJ06,1620.0,OUT018
FDO01,232.0,OUT019
NCM55,2868.0,OUT045
FDC52,2564.0,OUT049
FDQ15,1292.0,OUT045
NCT30,2220.0,OUT027
NCR42,2004.0,OUT027
FDD28,1116.0,OUT035
FDQ34,1740.0,OUT049
FDZ12,3740.0,OUT027
DRE13,-516.0,OUT019
NCN07,212.0,OUT019
FDM28,3020.0,OUT035
FDI10,2864.0,OUT017
FDQ25,2772.0,OUT013
FDA38,1908.0,OUT010
DRI13,3508.0,OUT049
FDY20,2964.0,OUT027
NCZ53,3100.0,OUT035
NCM31,2292.0,OUT013
DRB01,3080.0,OUT017
DRF37,4144.0,OUT046
NCF42,2852.0,OUT049
FDF16,2068.0,OUT018
FDB41,860.0,OUT013
FDR34,3668.0,OUT013
FDR15,2228.0,OUT018
NCV42,-128.0,OUT019
FDW51,3532.0,OUT035
FDU36,1672.0,OUT017
FDX60,1404.0,OUT049
FDY03,2000.0,OUT035
FDW55,3932.0,OUT045
FDT01,1484.0,OUT010
FDG58,2524.0,OUT013
FDK21,4040.0,OUT017
NCS41,1004.0,OUT019
FDS10,2852.0,OUT045
NCT53,2600.0,OUT046
FDJ28,2756.0,OUT018
FDX44,1364.0,OUT045
FDT20,372.0,OUT018
FDO44,1880.0,OUT017
NCX17,3772.0,OUT049
FDY01,1992.0,OUT017
FDJ12,4820.0,OUT027
DRK35,316.0,OUT018
FDD47,784.0,OUT019
NCM53,1844.0,OUT035
FDO45,1484.0,OUT013
NCM42,-164.0,OUT010
FDE04,2908.0,OUT046
NCI30,5356.0,OUT027
FDZ19,2780.0,OUT013
FDW57,2884.0,OUT013
FDA25,1716.0,OUT013
FDT22,956.0,OUT046
FDP51,1964.0,OUT013
FDD48,3332.0,OUT027
FDY39,3088.0,OUT035
FDO48,1660.0,OUT010
FDD23,4452.0,OUT027
DRN35,2076.0,OUT027
FDT01,3564.0,OUT035
FDC20,-988.0,OUT010
DRJ35,1176.0,OUT035
FDB32,1516.0,OUT046
FDL24,2800.0,OUT046
NCV42,1928.0,OUT035
FDZ46,1752.0,OUT046
FDC15,2476.0,OUT013
FDD08,-1252.0,OUT019
FDY50,1508.0,OUT049
FDD36,1932.0,OUT013
FDG57,2276.0,OUT027
FDL21,460.0,OUT018
FDN16,3148.0,OUT027
FDJ09,2276.0,OUT027
FDS01,964.0,OUT010
FDV33,4256.0,OUT017
DRE12,1924.0,OUT017
FDR07,1588.0,OUT013
FDP48,1044.0,OUT010
NCB55,1064.0,OUT035
FDQ08,1052.0,OUT013
FDR34,3848.0,OUT035
FDO33,1800.0,OUT046
FDP13,620.0,OUT045
FDX12,3980.0,OUT049
NCT06,2724.0,OUT049
FDR16,1460.0,OUT019
FDE36,2660.0,OUT046
FDZ36,3052.0,OUT049
FDV13,1428.0,OUT045
NCZ17,752.0,OUT035
FDU56,2908.0,OUT045
FDM09,2892.0,OUT035
FDV02,2840.0,OUT017
FDS34,1580.0,OUT018
FDA11,1620.0,OUT049
FDP09,3456.0,OUT017
FDB29,3356.0,OUT027
FDT19,2868.0,OUT017
DRH15,824.0,OUT017
FDY38,3720.0,OUT046
FDF14,3892.0,OUT027
FDN48,-412.0,OUT010
FDQ12,3660.0,OUT013
NCJ43,2684.0,OUT045
FDE17,600.0,OUT019
FDB05,4064.0,OUT035
FDH10,3004.0,OUT045
NCR06,784.0,OUT017
FDU32,1684.0,OUT018
FDD56,2868.0,OUT049
FDO36,2596.0,OUT018
FDH16,-428.0,OUT010
FDX10,356.0,OUT018
FDZ37,1592.0,OUT017
FDU31,1580.0,OUT010
DRC49,2316.0,OUT049
FDL15,2380.0,OUT045
FDN32,1016.0,OUT019
DRH59,2668.0,OUT027
NCU29,2404.0,OUT049
FDR37,1012.0,OUT019
FDS14,2220.0,OUT018
FDU02,5044.0,OUT027
FDJ08,3192.0,OUT035
NCZ06,3924.0,OUT045
FDO31,1444.0,OUT049
FDH31,1444.0,OUT018
FDS58,2696.0,OUT017
NCA53,2276.0,OUT027
FDF50,3120.0,OUT046
NCW42,3588.0,OUT049
NCQ17,2396.0,OUT045
FDK51,3908.0,OUT018
NCW41,612.0,OUT010
NCR29,984.0,OUT017
FDB08,680.0,OUT019
FDA40,2908.0,OUT027
FDL14,2260.0,OUT018
FDB47,3272.0,OUT046
FDO03,3812.0,OUT035
DRK13,1196.0,OUT019
FDX13,2020.0,OUT010
FDF52,2896.0,OUT046
FDT11,3044.0,OUT013
FDB08,2572.0,OUT013
FDQ28,2244.0,OUT018
FDD29,3940.0,OUT045
NCQ29,5564.0,OUT027
NCO02,1076.0,OUT013
FDR56,1228.0,OUT010
NCM54,2076.0,OUT049
FDP51,2060.0,OUT035
FDT38,1404.0,OUT013
FDZ20,3724.0,OUT018
FDJ53,1948.0,OUT013
FDX13,4020.0,OUT049
FDP58,3628.0,OUT035
NCK31,-1052.0,OUT019
FDA35,1740.0,OUT018
FDV37,2900.0,OUT018
NCO07,4828.0,OUT027
FDA20,2916.0,OUT045
FDZ59,2848.0,OUT035
NCY17,848.0,OUT017
FDQ28,2632.0,OUT035
FDV35,2552.0,OUT017
FDQ36,676.0,OUT013
FDD34,2316.0,OUT018
FDK51,4148.0,OUT045
FDV31,2936.0,OUT035
FDR04,1712.0,OUT035
FDR14,972.0,OUT049
DRC36,900.0,OUT010
FDE39,44.0,OUT019
FDP57,1780.0,OUT049
FDE57,2256.0,OUT046
NCN18,1784.0,OUT046
NCQ05,2116.0,OUT018
FDW47,2072.0,OUT035
FDV46,2376.0,OUT035
NCP29,948.0,OUT045
FDE09,1500.0,OUT018
NCU06,5068.0,OUT027
FDT19,868.0,OUT010
DRF15,2520.0,OUT017
DRI51,2732.0,OUT013
NCX54,1668.0,OUT013
DRE01,3796.0,OUT013
NCB07,3020.0,OUT045
FDU50,2036.0,OUT035
FDG40,736.0,OUT035
FDW10,2524.0,OUT018
FDX51,3140.0,OUT013
NCP17,1012.0,OUT045
FDP21,3164.0,OUT035
FDL04,1636.0,OUT045
FDV23,1996.0,OUT013
FDF24,1364.0,OUT046
FDH56,3324.0,OUT027
FDB51,1100.0,OUT049
FDI58,3044.0,OUT027
FDR20,884.0,OUT013
FDC51,1740.0,OUT018
FDB16,2868.0,OUT027
FDE40,1124.0,OUT049
NCM17,856.0,OUT035
FDU56,3104.0,OUT035
FDS32,416.0,OUT019
FDX02,3636.0,OUT049
FDT39,3940.0,OUT027
FDE35,1096.0,OUT017
NCI42,1432.0,OUT019
DRL23,1692.0,OUT046
FDA10,1952.0,OUT046
FDA11,1564.0,OUT013
NCM06,2428.0,OUT046
NCT05,4200.0,OUT035
NCQ02,1060.0,OUT010
NCY06,2132.0,OUT049
FDY56,3740.0,OUT035
FDL02,1872.0,OUT035
NCI06,2952.0,OUT035
FDQ14,2332.0,OUT045
FDQ12,3704.0,OUT017
FDP36,908.0,OUT046
FDK21,5428.0,OUT027
FDO40,2316.0,OUT045
NCK54,-80.0,OUT019
FDY09,2532.0,OUT018
NCW30,4180.0,OUT049
NCC55,2068.0,OUT027
FDE58,1644.0,OUT018
FDR39,2956.0,OUT013
FDU28,3092.0,OUT049
FDH08,3696.0,OUT017
FDG35,2812.0,OUT045
FDG22,732.0,OUT049
FDC34,2668.0,OUT035
FDP15,3756.0,OUT018
FDK34,1900.0,OUT010
FDU45,2048.0,OUT035
FDQ04,2132.0,OUT027
FDX22,3068.0,OUT018
FDB45,1784.0,OUT017
NCH43,4860.0,OUT027
DRE60,3500.0,OUT046
FDD17,5204.0,OUT027
NCM54,2120.0,OUT017
NCH55,2044.0,OUT013
NCT06,2720.0,OUT017
FDA48,4964.0,OUT027
FDY58,5076.0,OUT027
FDO25,3268.0,OUT045
FDN50,1540.0,OUT045
FDH35,2788.0,OUT035
FDK09,3532.0,OUT045
FDO16,1356.0,OUT013
FDW11,996.0,OUT045
FDU47,3748.0,OUT027
NCQ42,148.0,OUT010
FDK55,2916.0,OUT027
FDN08,1988.0,OUT049
FDT57,3708.0,OUT045
FDJ12,3044.0,OUT018
DRL59,960.0,OUT017
NCN53,564.0,OUT046
FDO51,-1108.0,OUT010
FDK56,3088.0,OUT017
FDY12,1052.0,OUT035
FDU15,832.0,OUT035
FDQ19,3884.0,OUT046
DRF15,2396.0,OUT045
DRE25,-424.0,OUT019
FDK57,1636.0,OUT018
FDD33,1780.0,OUT010
FDR34,5132.0,OUT027
FDU04,1916.0,OUT045
FDE35,-832.0,OUT019
NCD31,2720.0,OUT035
FDJ56,1736.0,OUT035
NCU53,2596.0,OUT046
FDD39,3552.0,OUT035
NCU17,-248.0,OUT019
FDJ20,2004.0,OUT046
NCW41,2212.0,OUT018
FDL52,840.0,OUT035
FDS39,2404.0,OUT035
DRJ47,2684.0,OUT045
FDP13,-1220.0,OUT010
DRK39,-540.0,OUT010
FDF28,156.0,OUT010
FDB09,1948.0,OUT045
FDM51,1664.0,OUT046
DRM49,492.0,OUT018
DRF23,2796.0,OUT013
DRH01,2868.0,OUT035
FDH12,3172.0,OUT027
FDA28,160.0,OUT019
FDW37,1188.0,OUT018
FDF02,1660.0,OUT046
DRL37,720.0,OUT046
NCF43,2252.0,OUT046
FDH08,1700.0,OUT010
FDR34,1792.0,OUT019
NCK19,3140.0,OUT049
NCD55,420.0,OUT018
FDT27,3804.0,OUT049
FDQ57,2316.0,OUT045
FDA47,2772.0,OUT035
DRG15,2500.0,OUT027
FDE05,2092.0,OUT018
FDN46,1648.0,OUT046
FDX27,3012.0,OUT027
FDT51,1764.0,OUT045
FDU33,788.0,OUT013
FDJ16,2436.0,OUT027
FDD20,124.0,OUT019
FDT36,676.0,OUT049
DRF15,3892.0,OUT027
FDN52,-460.0,OUT010
FDC22,4524.0,OUT027
FDX15,2492.0,OUT045
FDT13,3004.0,OUT013
FDU04,2068.0,OUT017
FDU31,1568.0,OUT019
FDW59,2868.0,OUT027
NCO29,2600.0,OUT046
FDL15,2580.0,OUT035
FDI41,2452.0,OUT049
FDQ48,1732.0,OUT049
DRI39,924.0,OUT013
FDI08,4028.0,OUT013
FDC21,1892.0,OUT049
FDF58,1196.0,OUT035
FDS08,908.0,OUT010
FDE47,1924.0,OUT045
NCP18,520.0,OUT019
NCR41,1580.0,OUT013
FDA27,4092.0,OUT013
FDA43,3216.0,OUT035
FDA49,1348.0,OUT045
NCE55,2508.0,OUT018
DRM49,2260.0,OUT027
FDF22,4844.0,OUT027
FDQ15,1068.0,OUT018
NCS54,2864.0,OUT017
NCY05,620.0,OUT013
FDR45,3792.0,OUT046
FDK57,2036.0,OUT049
FDF41,1980.0,OUT010
FDV21,1988.0,OUT046
FDD51,764.0,OUT046
FDF33,1772.0,OUT046
FDA38,3756.0,OUT046
FDR56,3084.0,OUT045
NCN41,2024.0,OUT017
FDC60,2908.0,OUT027
FDB47,3228.0,OUT045
DRH01,2788.0,OUT013
FDW08,1688.0,OUT046
FDF38,2180.0,OUT027
FDY32,2664.0,OUT017
FDG34,1900.0,OUT049
FDG47,2216.0,OUT019
NCF18,3128.0,OUT035
FDL39,1016.0,OUT019
NCH55,2152.0,OUT035
DRJ35,1076.0,OUT049
FDS44,3956.0,OUT035
DRE01,3484.0,OUT018
FDY39,2988.0,OUT013
FDY32,2268.0,OUT018
FDR33,3252.0,OUT027
NCP50,1396.0,OUT049
FDZ47,1372.0,OUT018
FDU57,2532.0,OUT049
FDY44,3156.0,OUT013
DRH59,916.0,OUT018
FDB03,5284.0,OUT027
FDY46,2924.0,OUT045
FDM39,2748.0,OUT045
FDY36,1376.0,OUT035
NCM55,3052.0,OUT035
FDJ50,-1020.0,OUT010
DRL60,2404.0,OUT013
NCJ54,3740.0,OUT049
FDX59,680.0,OUT017
FDI07,3228.0,OUT013
DRF51,-1276.0,OUT010
FDM14,1880.0,OUT017
FDP21,2964.0,OUT045
FDE40,1232.0,OUT035
FDE05,2548.0,OUT035
FDM13,3588.0,OUT027
FDC34,3988.0,OUT027
NCI55,1676.0,OUT018
NCE43,2356.0,OUT018
FDW58,1468.0,OUT018
FDG60,3660.0,OUT045
FDV31,2896.0,OUT017
FDR47,3108.0,OUT013
FDM60,-1136.0,OUT019
NCF06,3772.0,OUT018
NCN26,3332.0,OUT027
FDQ59,1532.0,OUT049
FDF09,624.0,OUT046
NCS06,4256.0,OUT017
FDT44,1888.0,OUT046
FDI19,3968.0,OUT017
FDT22,1072.0,OUT017
NCF54,4156.0,OUT027
DRG25,2892.0,OUT045
FDB59,3248.0,OUT017
FDQ37,3176.0,OUT017
FDP56,952.0,OUT035
FDW44,2924.0,OUT035
FDJ26,1540.0,OUT010
FDU43,3524.0,OUT018
FDW33,1628.0,OUT045
NCX53,3756.0,OUT027
FDN56,436.0,OUT010
DRF15,2508.0,OUT049
FDO33,1936.0,OUT017
FDZ39,-172.0,OUT010
NCJ19,996.0,OUT017
FDU01,3144.0,OUT035
FDT12,3740.0,OUT035
NCM18,700.0,OUT018
FDP19,2160.0,OUT017
NCR42,636.0,OUT049
FDN10,1908.0,OUT046
FDG44,1016.0,OUT017
FDQ10,2724.0,OUT046
DRH13,1764.0,OUT049
FDT52,3932.0,OUT013
FDM56,1732.0,OUT045
NCO43,-276.0,OUT010
NCV29,2952.0,OUT035
NCF06,4100.0,OUT013
FDO50,1652.0,OUT035
FDT59,3660.0,OUT013
FDX40,2084.0,OUT027
FDE50,3108.0,OUT017
FDX51,3264.0,OUT017
NCD30,1308.0,OUT018
FDK15,1628.0,OUT013
FDL12,980.0,OUT045
FDK46,4200.0,OUT017
DRH49,-572.0,OUT010
FDQ57,2360.0,OUT046
FDY59,1620.0,OUT017
FDO09,3884.0,OUT018
NCG30,2144.0,OUT035
FDM09,2808.0,OUT017
NCN17,3092.0,OUT027
NCS42,1444.0,OUT013
FDD02,36.0,OUT019
FDE34,2908.0,OUT013
FDU38,2988.0,OUT045
FDB33,2508.0,OUT046
NCJ29,1488.0,OUT017
FDZ27,980.0,OUT035
FDI40,1652.0,OUT013
FDG22,716.0,OUT013
FDT51,1920.0,OUT017
FDF20,2860.0,OUT018
FDV50,2116.0,OUT035
FDT02,732.0,OUT049
DRC49,2380.0,OUT017
FDF26,2540.0,OUT049
FDV52,2096.0,OUT035
FDX59,684.0,OUT049
FDV25,3668.0,OUT035
FDW23,2116.0,OUT027
FDE53,1444.0,OUT018
FDA19,2184.0,OUT017
FDH22,2000.0,OUT046
NCO41,1588.0,OUT013
FDX12,3984.0,OUT017
FDF17,3132.0,OUT013
FDS11,3500.0,OUT045
FDR51,2580.0,OUT035
FDT49,-212.0,OUT010
FDC56,1932.0,OUT013
FDR13,3372.0,OUT027
FDQ60,2104.0,OUT035
FDN38,4028.0,OUT049
NCL29,2500.0,OUT013
FDO13,4068.0,OUT027
FDE26,1996.0,OUT018
FDA31,820.0,OUT010
FDX14,1376.0,OUT035
FDA34,2724.0,OUT045
FDF26,2492.0,OUT013
FDE38,2588.0,OUT045
DRI11,1792.0,OUT046
FDQ60,3388.0,OUT027
FDL21,2188.0,OUT027
DRC12,4508.0,OUT027
FDC47,3584.0,OUT046
FDE57,2188.0,OUT045
FDT14,1900.0,OUT045
NCZ53,2980.0,OUT046
FDE28,3388.0,OUT018
FDR19,2468.0,OUT035
NCF54,844.0,OUT019
FDZ08,1364.0,OUT046
NCJ05,2164.0,OUT018
FDF59,2028.0,OUT046
NCO05,1744.0,OUT035
FDW24,532.0,OUT018
NCX42,2332.0,OUT018
NCA53,952.0,OUT035
FDI45,924.0,OUT019
FDG46,1844.0,OUT046
FDM20,1964.0,OUT010
FDW11,-884.0,OUT010
FDX08,2996.0,OUT035
NCK17,828.0,OUT035
FDK32,2188.0,OUT018
NCA42,2688.0,OUT035
DRI01,2868.0,OUT035
NCL55,4076.0,OUT049
DRE25,1220.0,OUT018
FDD14,2992.0,OUT017
FDB10,3724.0,OUT046
DRN11,2428.0,OUT035
FDP38,564.0,OUT018
NCA30,3072.0,OUT017
FDT15,3064.0,OUT017
NCP55,668.0,OUT018
FDF12,2516.0,OUT035
FDM21,3764.0,OUT018
FDX56,3460.0,OUT035
FDF10,2464.0,OUT017
FDT32,2996.0,OUT045
FDM51,1404.0,OUT018
NCR50,2172.0,OUT018
FDI19,3924.0,OUT049
FDX21,1816.0,OUT017
FDR31,2500.0,OUT035
FDY02,4172.0,OUT013
NCA29,2644.0,OUT045
NCX17,3636.0,OUT046
FDM12,3004.0,OUT045
FDI53,4052.0,OUT027
NCU30,2676.0,OUT049
FDC56,3388.0,OUT027
FDK27,1692.0,OUT018
NCK18,2740.0,OUT017
FDB52,2184.0,OUT019
DRG25,4452.0,OUT027
FDZ13,980.0,OUT049
FDB57,1704.0,OUT019
FDR40,1392.0,OUT046
NCO14,-1168.0,OUT019
NCN19,2964.0,OUT045
FDQ28,624.0,OUT019
FDO13,2332.0,OUT018
FDK48,1284.0,OUT013
FDU07,2140.0,OUT018
FDW20,1992.0,OUT046
FDV12,-268.0,OUT010
FDH24,2556.0,OUT013
FDV59,3516.0,OUT049
FDK57,1884.0,OUT045
FDL16,2204.0,OUT027
NCQ17,2436.0,OUT046
FDJ15,2700.0,OUT018
FDX24,1604.0,OUT049
FDT47,1596.0,OUT046
FDT10,1132.0,OUT049
FDZ37,1204.0,OUT018
FDW43,5148.0,OUT027
DRN36,1640.0,OUT017
FDJ14,1316.0,OUT045
FDA32,3468.0,OUT013
FDJ38,1180.0,OUT019
FDQ57,2448.0,OUT017
NCQ41,1108.0,OUT019
FDG56,1108.0,OUT049
DRC13,3500.0,OUT027
FDV55,2468.0,OUT035
FDQ49,2508.0,OUT045
FDE29,-940.0,OUT010
FDR03,3340.0,OUT013
FDD45,1580.0,OUT049
FDN38,2052.0,OUT010
FDT56,984.0,OUT046
FDT48,3148.0,OUT045
FDU03,3004.0,OUT049
FDC56,-28.0,OUT010
NCO43,3052.0,OUT027
FDQ27,1784.0,OUT017
FDR03,3332.0,OUT046
DRH23,-1052.0,OUT010
FDG22,644.0,OUT045
NCJ42,1684.0,OUT013
FDR24,1504.0,OUT046
FDW60,2992.0,OUT035
FDJ08,3020.0,OUT013
DRL59,580.0,OUT018
FDG60,1780.0,OUT010
FDW27,2604.0,OUT017
FDX14,964.0,OUT018
FDC20,956.0,OUT013
NCS29,3836.0,OUT018
FDJ56,1588.0,OUT046
FDB20,-648.0,OUT019
FDL28,5140.0,OUT027
FDW01,2132.0,OUT018
FDL03,3188.0,OUT046
FDX22,3428.0,OUT049
FDJ21,2512.0,OUT035
FDR31,2332.0,OUT045
FDG21,2604.0,OUT035
FDS22,2244.0,OUT027
FDK08,1780.0,OUT035
FDE17,2188.0,OUT018
NCN30,1632.0,OUT017
FDT50,1592.0,OUT046
NCX42,2668.0,OUT049
FDJ12,3480.0,OUT035
NCA18,3324.0,OUT027
FDP23,1552.0,OUT019
FDX12,3892.0,OUT013
FDN40,2156.0,OUT018
FDV48,1468.0,OUT035
NCY54,2700.0,OUT013
FDL16,-1180.0,OUT010
FDR45,3516.0,OUT018
